decision_id,timestamp,bot_version,account,symbol,strategy,strategy_version,interval,action,reason,latest_close,entry_price,buying_power,in_position,position_side,position_qty,qty,market_is_open,force_test_trade,force_direction
37539997fdd04183b8b5d0bbf4ad688b,2026-04-21T15:01:41Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,SELL,macd_failure,251.7,253.43,384553.85,True,long,31,31,True,False,SELL
795aa436321d42c693588d8fccfb8971,2026-04-21T15:03:32Z,0.3.0,macd_pullback_paper,ARKK,macd_pullback,v2,5m,SELL,macd_pullback,78.23,,392410.18,False,flat,0,100,True,False,SELL
c44f7f9ac2a84f2eaf61adc1de0d7670,2026-04-21T15:05:43Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,SELL,macd_failure,423.58,424.61,383032.18,True,long,18,18,True,False,SELL
d3ee4df086d5471ebf4ba1fcfd57b858,2026-04-21T15:12:35Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,BUY,macd_pullback,279.665,,390675.16,False,flat,0,27,True,False,SELL
45f923afb8654c27ba0d2d3f93224c21,2026-04-22T13:31:04Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,SELL,take_profit,289.76,279.96,381555.64,True,long,27,27,True,False,SELL
d0d1f0ae461547799394fbc7db6ac92e,2026-04-22T13:32:23Z,0.3.0,macd_pullback_paper,ARKK,macd_pullback,v2,5m,BUY,macd_failure,79.25,78.546735,381555.64,True,short,100,100,True,False,SELL
bfa64730a4a344d782b8028dc55d4027,2026-04-22T14:08:24Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,BUY,macd_pullback,430.505,,381555.64,False,flat,0,17,True,False,SELL
bb672d9594e94cf78d9917ab68cbd927,2026-04-22T14:18:48Z,0.3.0,macd_pullback_paper,AAPL,macd_pullback,v2,5m,BUY,macd_pullback,271.19,,374239.19,False,flat,0,27,True,False,SELL
58c813fad8d64d66ab5203b42bbf6be6,2026-04-22T16:37:43Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,SELL,time_stop,431.47,430.379412,366909.77,True,long,17,17,True,False,SELL
033de5a784f643408b46300c127fd381,2026-04-22T16:46:32Z,0.3.0,macd_pullback_paper,AAPL,macd_pullback,v2,5m,SELL,time_stop,272.63,271.46,374226.22,True,long,27,27,True,False,SELL
c39f47eb98554c1baeb1c34340035104,2026-04-23T14:02:04Z,0.3.0,macd_pullback_paper,ARKK,macd_pullback,v2,5m,SELL,macd_pullback,77.15,,400292.68,False,flat,0,103,True,False,SELL
e2989f004921450fbf267e01eeeec154,2026-04-23T14:06:02Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,77.32,,200000.0,False,flat,0,51,True,False,SELL
b4d6c78b5a974eaa9d3e659e7f835e91,2026-04-23T14:06:07Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,417.24,,196056.17,False,flat,0,9,True,False,SELL
1fab1bccc2ba477ea93e60a123922334,2026-04-23T14:19:00Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,77.14,,199944.62,False,flat,0,51,True,False,SELL
9daaf3073bd24e6cb964aee1bf867b6f,2026-04-23T14:19:07Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,417.62,,196020.03,False,flat,0,9,True,False,SELL
2e9dad85baf3453697161f36b96372ea,2026-04-23T14:26:40Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,SELL,take_profit,419.26,417.54,192284.8,True,long,9,9,True,False,SELL
49249c0dfc3343448178bb41d4717459,2026-04-23T14:46:58Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,SELL,take_profit,77.86,76.943922,196078.66,True,long,51,51,True,False,SELL
7053e60cc8594b758b21c146387cebb8,2026-04-23T14:51:31Z,0.3.0,macd_pullback_paper,ARKK,macd_pullback,v2,5m,BUY,macd_failure,77.6,77.175535,390753.78,True,short,103,103,True,False,SELL
aefe7ab3e38a40659d82737a8dfebc6c,2026-04-23T15:16:23Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,258.3,,200042.38,False,flat,0,15,True,False,SELL
2cb3cbcc9f5849a09bb925344a412c0d,2026-04-23T15:51:08Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,5m,SELL,macd_pullback,666.995,,400292.68,False,flat,0,12,True,False,SELL
61ec51876e4541cd9217355c0eb04eb3,2026-04-23T16:31:49Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,BUY,time_stop,256.89,258.21,196233.67,True,short,15,15,True,False,SELL
58c3ad971bc1499da4044d658a99012a,2026-04-23T17:08:43Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,76.87,,200085.84,False,flat,0,52,True,False,SELL
2a657e3a898c4d91b324057656328440,2026-04-23T17:19:11Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,SELL,macd_pullback,199.6,,390697.43,False,flat,0,39,True,False,SELL
19e1ff5ecf7043c3bd86b4937aecb313,2026-04-23T17:25:01Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,199.72,,200075.44,False,flat,0,20,True,False,SELL
702d478d3b164405bb49e55ee5cf554f,2026-04-23T17:27:50Z,0.3.0,vwap_rsi_paper,SPY,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,707.15,,196088.24,False,flat,0,5,True,False,SELL
1c8ef365b242483199f3e3541ddb6ccb,2026-04-23T17:27:58Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,274.295,,192556.39,False,flat,0,14,True,False,SELL
01da8396521f4da1abc72edad2d2be57,2026-04-23T17:28:04Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,76.06,,188715.67,False,flat,0,49,True,False,SELL
682863b490864464b5a09ad320b00a9e,2026-04-23T17:29:48Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,5m,BUY,take_profit,658.53,666.336667,381357.56,True,short,12,12,True,False,SELL
6c20bebb8c41455c877167d31cb434a6,2026-04-23T17:42:24Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,5m,SELL,macd_pullback,656.39,,390952.8,False,flat,0,11,True,False,SELL
535857f958ab4364b2e972c3d41975a6,2026-04-23T17:49:41Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,272.725,,199987.86,False,flat,0,14,True,False,SELL
4d74a7aa26d447fd9a4bc65c08e12a93,2026-04-23T17:49:49Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,75.51,,196169.88,False,flat,0,51,True,False,SELL
ca09f324fa9547ec84be1208d541dae5,2026-04-23T17:49:57Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,412.515,,192319.93,False,flat,0,9,True,False,SELL
690bb5d3cc17460382d2b0b8cd1bf112,2026-04-23T17:52:00Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,253.83,,188609.8,False,flat,0,14,True,False,SELL
cee2a8abeaad47929424ee19722f729c,2026-04-23T18:26:23Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,SELL,macd_pullback,303.88,,382290.42,False,flat,0,25,True,False,SELL
e1c6a6da7cfc4ffe81a29eb044d8f569,2026-04-23T18:32:12Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,5m,SELL,take_profit,275.75,272.631429,185204.66,True,long,14,14,True,False,SELL
890148743cea4d66b929217094666d59,2026-04-23T18:51:36Z,0.3.0,macd_pullback_paper,QQQ,macd_pullback,v2,5m,SELL,macd_pullback,650.95,,382290.42,False,flat,0,11,True,False,SELL
92c605d31de841339ed82ab419625cb1,2026-04-23T18:57:03Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,SELL,macd_pullback,304.47,,373700.1,False,flat,0,24,True,False,SELL
243d77da6c944ebd80a1d2b1d6550a6b,2026-04-23T19:01:34Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,SELL,time_stop,76.13,75.48,189031.08,True,long,51,51,True,False,SELL
ead6b3d866c344e3b683adc0a8a2cd6f,2026-04-23T19:01:40Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,SELL,time_stop,414.7,412.55,192913.58,True,long,9,9,True,False,SELL
edb174173dd04db0bb426b47645b7761,2026-04-23T19:07:15Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,time_stop,255.295,253.674285,196649.38,True,long,14,14,True,False,SELL
90cb054caf5b4ca5b80b09a4b8a738d0,2026-04-23T19:37:17Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,BUY,take_profit,302.85,304.387083,364933.76,True,short,24,24,True,False,SELL
8118b9724f3a4a30ac963970e5229f3f,2026-04-23T19:46:38Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,BUY,time_stop,199.19,199.57,373700.1,True,short,39,39,True,False,SELL
8ffffa43abdd404a802603ef9055fb77,2026-04-23T19:55:50Z,0.3.0,macd_pullback_paper,META,macd_pullback,v2,5m,BUY,flatten_before_close,659.145,656.240909,383039.98,True,short,11,11,True,False,SELL
035dbadc1b1b455d927b26e4aab7abc9,2026-04-23T19:55:55Z,0.3.0,macd_pullback_paper,QQQ,macd_pullback,v2,5m,BUY,flatten_before_close,650.9,650.781818,391702.36,True,short,11,11,True,False,SELL
5f1123218b794800b96fee086e06893c,2026-04-24T14:25:37Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,347.24,,400446.32,False,flat,0,23,True,False,SELL
454f6277a24a4ae7bdf78ce0183e96db,2026-04-24T15:07:31Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,208.5,,390852.45,False,flat,0,37,True,False,SELL
dd5dfed482f44888aed5704769ea4d9a,2026-04-24T15:16:57Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,209.31,,400446.32,False,flat,0,38,True,False,SELL
9fadb06604a74197873ff9b7d71f92b1,2026-04-24T15:40:57Z,0.3.0,vwap_rsi_paper,META,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,672.12,,390901.38,False,flat,0,11,True,False,SELL
241efac475d34774846e8f1f314df842,2026-04-24T15:54:12Z,0.3.0,vwap_rsi_paper,META,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,675.305,,390901.38,False,flat,0,11,True,False,SELL
6db823e9cd7b4723af91b67f63f40512,2026-04-24T16:02:24Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,350.99,,381987.68,False,flat,0,21,True,False,SELL
86dd500c7920475b962eb60fe1c2e222,2026-04-24T16:38:24Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,351.465,,391532.62,False,flat,0,22,True,False,SELL
0e02e5adac194895868158ff065a1202,2026-04-24T17:16:51Z,0.3.0,vwap_rsi_paper,META,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,679.29,,391177.82,False,flat,0,11,True,False,SELL
210e55d54ced4f64bcfc24b088450dc1,2026-04-24T17:51:39Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,BUY,time_stop,348.45,351.079545,382215.02,True,short,22,22,True,False,SELL
152c5f0e56f448329eb60d776b880dbb,2026-04-24T18:31:26Z,0.3.0,vwap_rsi_paper,META,vwap_rsi_mean_reversion,v1,5m,BUY,time_stop,675.0,679.0,391483.52,True,short,11,11,True,False,SELL
d2ea4804f07145968308d5d4ecd2b361,2026-04-24T19:25:52Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,423.58,,400446.32,False,flat,0,18,True,False,SELL
20b0f60c08e94ea4a8c894dfa3a17d14,2026-04-24T19:55:57Z,0.3.0,vwap_rsi_paper,MSFT,vwap_rsi_mean_reversion,v1,5m,BUY,flatten_before_close,424.54,423.546667,391297.71,True,short,18,18,True,False,SELL
cf5a60b7270a4bb1aa52c5dca8a2c135,2026-04-27T14:06:01Z,0.3.0,macd_pullback_paper,AAPL,macd_pullback,v2,5m,SELL,macd_pullback,267.26,,400301.24,False,flat,0,29,True,False,SELL
bdf7e66058614461a611577c181cf200,2026-04-27T14:51:15Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,BUY,macd_pullback,209.6,,390998.9,False,flat,0,37,True,False,SELL
b7987418cd7d426f9e7eb9359c5714a3,2026-04-27T14:58:38Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,BUY,macd_pullback,423.73,,383240.05,False,flat,0,18,True,False,SELL
ed88d226c3044961a1446f73c25636b7,2026-04-27T16:31:58Z,0.3.0,macd_pullback_paper,AAPL,macd_pullback,v2,5m,BUY,time_stop,266.5,267.308621,375613.09,True,short,29,29,True,False,SELL
7af574b2865f4ee6a1147b349ff616f8,2026-04-27T16:35:09Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,SELL,take_profit,212.52,209.698649,384915.43,True,long,37,37,True,False,SELL
81b1a1f767ae400f81aa13da6da70360,2026-04-27T16:42:23Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,213.14,,400187.08,False,flat,0,37,True,False,SELL
2085220a098943b5b71f4a6ac950c7ae,2026-04-27T17:27:11Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,SELL,time_stop,425.05,423.72,392674.28,True,long,18,18,True,False,SELL
41357b969d114bdaba107438389c00f3,2026-04-27T17:53:52Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,215.045,,400187.08,False,flat,0,37,True,False,SELL
93a12d3c41984877afc6bf9430d28046,2026-04-27T18:13:42Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,215.36,,400187.08,False,flat,0,37,True,False,SELL
8355717fb0cd4093a0fc1160a3082c8e,2026-04-27T18:37:50Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,215.96,,400187.08,False,flat,0,37,True,False,SELL
7bbc7d4e3ba54bdabedab5ba58fc2dea,2026-04-28T14:34:31Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,SELL,macd_pullback,259.83,,400949.48,False,flat,0,30,True,False,SELL
2f543d46e6c74a49bb7c089bd973805d,2026-04-28T14:41:58Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,SELL,macd_pullback,210.02,,391583.36,False,flat,0,37,True,False,SELL
6cdbbd6487354dc68aed2c5b21642205,2026-04-28T14:42:20Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,75.13,,399791.32,False,flat,0,106,True,False,SELL
c286bbc4310b4d93b8b46052c3b1703e,2026-04-28T17:01:07Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,BUY,time_stop,259.355,260.17,382243.41,True,short,30,30,True,False,SELL
61481a6e595946d0881ee786de64b80d,2026-04-28T17:11:19Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,BUY,time_stop,210.41,210.359189,391609.53,True,short,37,37,True,False,SELL
85838e5ed520492a8d11638012010c3b,2026-04-28T18:48:07Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,213.59,,399791.32,False,flat,0,37,True,False,SELL
3e96b0232721467fb361d735f95de273,2026-04-28T19:16:19Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,214.06,,399791.32,False,flat,0,37,True,False,SELL
93a5d221e2af4ffc8085dc6ad17fb89f,2026-04-28T19:56:17Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,BUY,flatten_before_close,213.295,214.01,390289.28,True,short,37,37,True,False,SELL
b7d875c2b93c430186cc1ec36600531f,2026-04-29T14:02:24Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,262.36,,399685.2,False,flat,0,30,True,False,SELL
8b4df591c18f4207ae8052178be47cb2,2026-04-29T14:05:08Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,BUY,macd_pullback,262.915,,401041.88,False,flat,0,30,True,False,SELL
704555b489ba42d9a3339fe062a34710,2026-04-29T14:08:44Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,SELL,macd_pullback,424.19,,393157.49,False,flat,0,18,True,False,SELL
9e6c03866d4245949701adb3b58785f0,2026-04-29T14:08:55Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,262.85,,399685.2,False,flat,0,30,True,False,SELL
14569fdf6f8f428fafef9a7c6e757f00,2026-04-29T14:12:24Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,73.14,,399685.2,False,flat,0,109,True,False,SELL
c47ca6ca139c4f53802b39699ab57ca4,2026-04-29T14:18:44Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,263.81,,391708.03,False,flat,0,29,True,False,SELL
b6d7110afc984380a84c40ae6cf9ab9d,2026-04-29T14:27:54Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,SELL,take_profit,73.46,73.185046,391708.03,True,long,109,109,True,False,SELL
a840281959544945a092776a0c471f46,2026-04-29T14:30:35Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,BUY,macd_pullback,326.81,,383995.24,False,flat,0,23,True,False,SELL
6bb7e6c00e24450f8ae4f053851ce512,2026-04-29T14:32:41Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,265.13,,399685.2,False,flat,0,30,True,False,SELL
d4f580c4929d4782b4bab0185fc53949,2026-04-29T14:57:24Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,SELL,take_profit,332.68,326.67,376481.83,True,long,23,23,True,False,SELL
ea6677159fd34f66b335afd98b4f0691,2026-04-29T15:06:33Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,SELL,macd_failure,264.33,262.813,383995.24,True,long,30,30,True,False,SELL
789fd59877e34ca7ac0425fa176d6e74,2026-04-29T15:47:19Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,BUY,time_stop,264.565,265.37,390131.88,True,short,30,30,True,False,SELL
398e1ed000e04d7d8bb399d3c6ad94f9,2026-04-29T16:35:10Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,BUY,macd_pullback,328.29,,391879.63,False,flat,0,23,True,False,SELL
40d34e24fafd4cb5989c8f65bc8fa213,2026-04-29T16:36:51Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,BUY,time_stop,421.03,424.178334,384323.44,True,short,18,18,True,False,SELL
4f600e67fdb04abda7e3f3b5b6154a03,2026-04-29T16:39:46Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,260.765,,399685.2,False,flat,0,30,True,False,SELL
4fb3e7d9fa92466fa5e08f0ca9e03d83,2026-04-29T17:34:38Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,SELL,take_profit,333.6,328.53,393485.69,True,long,23,23,True,False,SELL
312d17287b5144399face18d6b8986d4,2026-04-29T17:50:18Z,0.3.0,vwap_rsi_paper,AMZN,vwap_rsi_mean_reversion,v1,5m,SELL,take_profit,263.07,260.952667,391856.62,True,long,30,30,True,False,SELL
99b8263dbce14e5d8a2c1c352d778a5c,2026-04-29T18:01:30Z,0.3.0,macd_pullback_paper,MSFT,macd_pullback,v2,5m,SELL,macd_pullback,422.995,,401041.88,False,flat,0,18,True,False,SELL
cd99b225249440f2bdb0160d636c5c92,2026-04-29T18:04:42Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,334.79,,399685.2,False,flat,0,23,True,False,SELL
582f0fb2a278486ba21b1c46957a3cbf,2026-04-29T18:12:10Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,207.94,,390455.48,False,flat,0,37,True,False,SELL
d5b4a63466dc458089aff7971ea2ff08,2026-04-29T18:41:35Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,336.64,,391990.9,False,flat,0,23,True,False,SELL
cdf0811160c34f45ae1fc4a99e906f94,2026-04-29T18:55:59Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,337.05,,391990.9,False,flat,0,23,True,False,SELL
969bbdccdfd94616ada2c6f454afe359,2026-04-29T19:18:33Z,0.3.0,vwap_rsi_paper,AMD,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,338.585,,391990.9,False,flat,0,23,True,False,SELL
3d60011cd0dc4665aacb6ba61ac68e2f,2026-04-29T19:27:06Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,SELL,time_stop,209.305,207.954054,391990.9,True,long,37,37,True,False,SELL
fef0d5e2ec864d32bc34a65204d0e64a,2026-04-30T14:01:18Z,0.3.0,vwap_rsi_paper,META,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,603.88,,399760.6,False,flat,0,13,True,False,SELL
dd6dc13d6695419baa4da721c25c17b6,2026-04-30T14:02:39Z,0.3.0,macd_pullback_paper,AMD,macd_pullback,v2,5m,BUY,macd_pullback,343.235,,402272.52,False,flat,0,23,True,False,SELL
6a9842f194864054a9356c0fc6645ac1,2026-04-30T14:10:20Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,SELL,macd_pullback,202.0,,394377.08,False,flat,0,39,True,False,SELL
ba9af912b2944b7f8320b82990afc738,2026-04-30T14:17:48Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,SELL,macd_pullback,258.82,,384934.32,False,flat,0,29,True,False,SELL
b0b3287a9b7d4acaa0ab4a580e87668e,2026-04-30T14:21:54Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,201.16,,399760.6,False,flat,0,39,True,False,SELL
200ababa959145a0b4e5064b8e7d8b91,2026-04-30T14:41:42Z,0.3.0,vwap_rsi_paper,NVDA,vwap_rsi_mean_reversion,v1,5m,BUY,vwap_rsi_mean_reversion,199.58,,399760.6,False,flat,0,40,True,False,SELL
982739345a6d4333afec6d3fec0bf038,2026-04-30T14:56:21Z,0.3.0,macd_pullback_paper,NVDA,macd_pullback,v2,5m,BUY,macd_failure,201.85,201.768461,375938.92,True,short,39,39,True,False,SELL
c539e43e80394a7abdcbb033ef72573c,2026-04-30T15:06:26Z,0.3.0,vwap_rsi_paper,IWM,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,275.08,,391763.8,False,flat,0,28,True,False,SELL
a511766b724244af81605e10f4d9addd,2026-04-30T15:06:32Z,0.3.0,vwap_rsi_paper,ARKK,vwap_rsi_mean_reversion,v1,5m,SELL,vwap_rsi_mean_reversion,75.15,,382519.29,False,flat,0,101,True,False,SELL
ecc6eea755e442e59a3768a81a50c1f8,2026-04-30T15:09:25Z,0.3.0,macd_pullback_paper,AMZN,macd_pullback,v2,5m,BUY,macd_failure,260.205,258.488276,385381.69,True,short,29,29,True,False,SELL
